key,value
5  7  2  4  1  9  0  8  3, 0.         -0.01247542  0.         -0.01067454
5  7  2  4  1  9  8  0  3, 0.         -0.00199405  0.05472582 -0.001     
5  7  2  4  1  9  8  3  0,0.    0.    0.005 0.   
5  7  2  4  0  9  8  1  3, 0.01004428  0.         -0.001      -0.001     
5  7  2  0  4  9  8  1  3,0.    0.    0.    0.005
5  7  2  4  9  0  8  1  3,0.    0.    0.005 0.   
0  7  2  5  1  9  4  8  3,-0.00094582  0.          0.          0.        
5  7  2  1  8  9  4  0  3, 0.     0.    -0.001 -0.001
5  7  2  1  8  9  4  3  0,0.    0.    0.005 0.   
5  7  2  1  8  9  0  4  3, 0.    -0.001  0.     0.   
5  7  2  0  8  9  1  4  3,0.    0.005 0.    0.   
0  7  2  5  8  9  1  4  3,0.    0.    0.    0.005
7  0  2  5  8  9  1  4  3,-0.001     0.        0.        0.009995
7  8  2  5  0  9  1  4  3,0.    0.005 0.    0.   
7  2  0  5  8  9  1  4  3,-0.001       0.         -0.00099505  0.        
7  2  9  5  8  0  1  4  3,0.009995 0.       0.       0.      
7  2  9  5  8  3  1  4  0, 0.         -0.00099505 -0.001       0.        
7  2  9  5  8  3  1  0  4,0.    0.005 0.    0.   
7  2  9  5  0  3  1  8  4,0.         0.         0.01498995 0.        
7  2  9  0  5  3  1  8  4, 0.01997002  0.005       0.         -0.00198416
7  2  9  1  5  3  0  8  4, 0.         -0.00296734  0.         -0.00199405
0  2  9  7  5  3  1  8  4,-0.00099505  0.          0.          0.        
7  2  9  1  5  3  8  0  4,0.    0.    0.005 0.005
7  2  9  1  5  3  8  4  0, 0.    -0.001  0.     0.   
7  2  9  1  5  0  8  4  3, 0.     0.    -0.001  0.   
7  2  9  1  0  5  8  4  3, 0.     0.    -0.001  0.   
7  2  9  0  1  5  8  4  3,0.       0.009995 0.       0.      
0  2  9  7  1  5  8  4  3,-0.00099505  0.          0.         -0.001     
2  0  9  7  1  5  8  4  3,0.009995 0.       0.       0.      
2  1  9  7  0  5  8  4  3, 0.         -0.00099505 -0.001       0.02007829
2  1  9  0  7  5  8  4  3,0.    0.    0.    0.005
2  1  9  7  5  0  8  4  3, 0.09905568  0.005      -0.0029673   0.        
2  1  9  7  5  3  8  4  0, 0.         -0.01790068 -0.0170985   0.        
2  1  9  7  5  3  8  0  4,0.         0.         0.005      0.08432339
2  1  9  7  5  3  0  8  4, 0.          0.          0.         -0.00097037
2  1  0  7  5  9  8  4  3,-0.0009901  0.         0.         0.       
9  6  8  2  3  7  1  4  0,0.    0.005 0.    0.   
9  6  8  2  3  0  1  4  7,0.       0.009995 0.       0.      
9  6  0  2  3  8  1  4  7,-0.00099505  0.          0.005       0.        
9  0  6  2  3  8  1  4  7,0.009995 0.       0.       0.      
9  3  6  2  0  8  1  4  7, 0.009995   -0.00099505  0.          0.        
9  3  6  2  4  8  1  0  7, 0.         -0.00099505  0.          0.005     
9  3  6  2  4  8  1  7  0,0.    0.005 0.    0.   
9  3  6  2  4  0  1  7  8, 0.     0.    -0.001  0.   
9  3  6  2  0  4  1  7  8, 0.    -0.001  0.     0.   
9  0  6  2  3  4  1  7  8,0.    0.    0.005 0.   
0  9  6  2  3  4  1  7  8,0.005 0.    0.    0.   
2  9  6  0  3  4  1  7  8, 0.     0.     0.    -0.001
2  9  6  3  0  4  1  7  8,0.    0.005 0.    0.   
2  0  6  3  9  4  1  7  8,0.       0.       0.009995 0.      
0  2  6  3  9  4  1  7  8, 0.005       0.          0.         -0.00099505
3  2  6  0  9  4  1  7  8, 0.005  0.     0.    -0.001
3  2  6  9  0  4  1  7  8,0.    0.    0.005 0.   
3  2  6  1  9  4  0  7  8,0.    0.    0.    0.005
3  2  6  1  9  4  7  0  8,0.    0.005 0.    0.   
3  2  6  1  0  4  7  9  8, 0.       -0.001     0.        0.009995
3  0  6  1  2  4  7  9  8,0.005 0.    0.    0.   
3  2  6  1  4  0  7  9  8,-0.00191065  0.         -0.00099505  0.        
3  2  6  1  4  8  7  9  0,0.         0.005      0.09905568 0.        
3  2  6  1  4  8  7  0  9, 0.         -0.01160969 -0.00973355 -0.01790068
3  2  6  1  0  8  7  4  9,0.0596711 0.        0.        0.       
3  2  6  1  4  8  0  7  9, 0.         -0.001       0.          0.04482042
3  2  6  0  4  8  1  7  9,0.       0.       0.       0.009995
3  2  6  4  0  8  1  7  9,-0.001      -0.001      -0.00099505  0.005     
3  0  6  4  2  8  1  7  9,0.005 0.    0.    0.   
3  2  6  4  7  8  1  0  9, 0.     0.005 -0.001 -0.001
3  2  6  4  7  8  0  1  9, 0.    -0.001  0.     0.005
3  2  6  0  7  8  4  1  9,0.005 0.    0.    0.   
3  2  6  4  7  8  1  9  0,0.    0.    0.005 0.   
3  2  6  4  8  0  1  7  9,0.         0.03489517 0.         0.        
3  2  0  4  8  6  1  7  9,-0.00588142  0.         -0.00396434  0.        
3  0  2  4  8  6  1  7  9,-0.001       0.          0.005       0.01498501
3  8  2  4  0  6  1  7  9, 0.     0.005 -0.001 -0.001
3  8  2  4  6  0  1  7  9,-0.001  0.     0.005  0.   
3  8  2  4  6  9  1  7  0,0.    0.005 0.    0.   
3  8  2  0  4  6  1  7  9,0.    0.    0.    0.005
0  3  2  4  8  6  1  7  9,-0.001  0.     0.     0.   
4  3  2  0  8  6  1  7  9, 0.005  0.     0.    -0.001
4  3  2  8  0  6  1  7  9,0.    0.    0.005 0.   
4  3  2  1  8  6  0  7  9,0.    0.    0.    0.005
4  3  2  1  8  6  7  0  9,0.    0.005 0.    0.   
4  3  2  1  0  6  7  8  9, 0.     0.     0.    -0.001
4  3  2  1  6  0  7  8  9,-0.001  0.     0.     0.   
4  3  2  1  6  9  7  8  0, 0.     0.    -0.001  0.   
4  3  2  1  6  9  7  0  8, 0.    -0.001  0.     0.   
4  3  2  1  0  9  7  6  8, 0.     0.    -0.001  0.   
4  3  2  0  1  9  7  6  8,0.    0.005 0.    0.   
0  3  2  4  1  9  7  6  8, 0.     0.     0.    -0.001
3  0  2  4  1  9  7  6  8,0.009995 0.       0.       0.      
3  1  2  4  0  9  7  6  8, 0.005      -0.00099505 -0.001      -0.001     
3  1  2  4  9  0  7  6  8,-0.001  0.     0.005  0.   
3  1  2  4  9  8  7  6  0,0.    0.005 0.    0.   
3  1  2  0  4  9  7  6  8,0.    0.    0.    0.005
3  1  2  4  6  9  7  0  8,0.    0.    0.    0.005
3  1  2  4  6  9  7  8  0,0.       0.009995 0.       0.      
3  1  2  4  6  0  7  8  9,-0.00099505  0.          0.009995    0.        
3  1  2  4  0  6  7  8  9,-0.001       0.         -0.001      -0.00099505
3  1  2  4  8  6  7  0  9,0.    0.005 0.    0.   
3  1  2  0  4  6  7  8  9,-0.001  0.     0.     0.   
3  1  2  7  4  6  0  8  9, 0.     0.     0.    -0.001
3  1  2  7  4  6  8  0  9, 0.    -0.001  0.    -0.001
3  1  2  7  4  6  8  9  0,0.    0.    0.005 0.   
3  1  2  7  0  6  8  4  9, 0.    -0.001  0.     0.   
3  0  2  7  1  6  8  4  9,0. 0. 0. 0.
7  5  4  1  9  3  2  8  0, 0.     0.    -0.001  0.   
7  5  4  1  9  3  2  0  8,0.         0.         0.08923906 0.        
7  5  4  1  9  3  0  2  8, 0.         -0.01253901  0.         -0.01611536
7  5  4  0  9  3  1  2  8, 0.0596711  0.         0.        -0.001    
7  5  4  9  0  3  1  2  8,0.005 0.    0.    0.   
7  5  4  9  2  3  1  0  8, 0.     0.    -0.001  0.   
7  5  4  9  2  3  0  1  8,0.    0.005 0.    0.   
7  5  4  0  2  3  9  1  8, 0.     0.     0.    -0.001
7  5  4  2  0  3  9  1  8,0.       0.009995 0.       0.      
7  0  4  2  5  3  9  1  8,-0.00099505  0.          0.          0.00999995
7  4  0  2  5  3  9  1  8, 0.009995    0.         -0.00099505  0.        
7  4  3  2  5  0  9  1  8,-0.001      -0.00099505  0.          0.        
7  4  3  2  5  8  9  1  0, 0.     0.    -0.001  0.   
7  4  3  2  5  8  9  0  1, 0.    -0.001  0.     0.   
7  4  3  2  0  8  9  5  1,0.    0.    0.    0.005
7  4  3  2  8  0  9  5  1, 0.    -0.001  0.     0.   
7  4  0  2  8  3  9  5  1, 0.     0.    -0.001  0.   
7  0  4  2  8  3  9  5  1,-0.001  0.    -0.001  0.   
0  7  4  2  8  3  9  5  1,0.    0.    0.    0.005
7  8  4  2  0  3  9  5  1, 0.     0.     0.    -0.001
7  8  4  2  3  0  9  5  1,0.005 0.    0.    0.   
7  8  4  2  3  1  9  5  0, 0.     0.    -0.001  0.   
7  8  4  2  3  1  9  0  5, 0.       -0.001     0.009995  0.      
7  8  4  2  0  1  9  3  5,0.005 0.    0.    0.   
7  8  4  2  3  1  0  9  5, 0.         -0.001       0.         -0.00099505
7  8  4  0  3  1  2  9  5, 0.     0.     0.    -0.001
7  8  4  3  0  1  2  9  5,0.       0.       0.       0.009995
7  8  4  3  1  0  2  9  5, 0.          0.009995   -0.00099505  0.        
7  8  0  3  1  4  2  9  5,-0.00099505  0.         -0.001       0.        
7  0  8  3  1  4  2  9  5,0.005 0.    0.    0.   
7  1  8  3  0  4  2  9  5,0.    0.    0.    0.005
7  1  8  3  4  0  2  9  5,0.         0.03489517 0.         0.        
7  1  0  3  4  8  2  9  5,-0.00588142  0.         -0.00687543  0.        
7  0  1  3  4  8  2  9  5,-0.001      0.        -0.001      0.0299251
0  7  1  3  4  8  2  9  5,0.    0.    0.    0.005
7  4  1  3  0  8  2  9  5,0.    0.    0.    0.005
7  4  1  3  8  0  2  9  5,0.009995 0.       0.       0.      
7  4  1  3  8  5  2  9  0, 0.         -0.00099505  0.01998486  0.        
7  4  1  3  8  5  2  0  9, 0.          0.009995    0.05472582 -0.00296734
7  4  1  3  8  5  0  2  9, 0.         -0.01160969  0.         -0.01062064
7  4  1  0  8  5  3  2  9, 0.0596711   0.          0.         -0.00199405
7  4  1  8  0  5  3  2  9,0.       0.       0.009995 0.      
7  4  1  3  0  5  2  8  9,-0.00095563  0.          0.009995    0.        
7  4  1  0  3  5  2  8  9, 0.          0.005       0.         -0.00099505
0  4  1  7  3  5  2  8  9,0.    0.    0.    0.005
4  0  1  7  3  5  2  8  9,0. 0. 0. 0.
6  8  1  5  9  2  3  4  0, 0.    -0.001  0.     0.   
6  8  1  5  9  0  3  4  2, 0.    -0.001  0.     0.   
6  8  0  5  9  1  3  4  2, 0.     0.    -0.001  0.   
6  0  8  5  9  1  3  4  2,0.       0.       0.009995 0.      
0  6  8  5  9  1  3  4  2,-0.001       0.          0.         -0.00099505
5  6  8  0  9  1  3  4  2,0.009995 0.       0.       0.      
5  6  8  3  9  1  0  4  2, 0.         -0.00099505  0.          0.01008335
5  6  8  3  9  1  4  0  2, 0.          0.005      -0.00099505  0.10885266
5  6  8  3  9  1  4  2  0, 0.         -0.01799305 -0.02053558  0.        
5  6  8  3  9  0  4  2  1,0.09414983 0.         0.005      0.        
5  6  8  3  0  9  4  2  1, 0.          0.          0.         -0.00097037
5  6  8  3  0  1  4  9  2,0.       0.009995 0.       0.      
5  0  8  3  6  1  4  9  2,-0.00099505  0.          0.          0.005     
5  8  0  3  6  1  4  9  2,0.005 0.    0.    0.   
5  8  1  3  6  0  4  9  2,0.       0.       0.009995 0.      
5  8  1  3  0  6  4  9  2,-0.001       0.00999995  0.         -0.00099505
5  8  1  3  9  6  4  0  2, 0.     0.005 -0.001  0.   
5  8  1  3  9  6  0  4  2,0.    0.    0.    0.005
5  0  1  3  8  6  4  9  2,-0.00099505  0.          0.009995    0.        
0  5  1  3  8  6  4  9  2, 0.005       0.          0.         -0.00099505
3  5  1  0  8  6  4  9  2,0.005 0.    0.    0.   
3  5  1  4  8  6  0  9  2, 0.     0.     0.    -0.001
3  5  1  4  8  6  9  0  2,0.    0.005 0.    0.   
3  5  1  4  0  6  9  8  2, 0.     0.    -0.001 -0.001
3  5  1  0  4  6  9  8  2,-0.001 -0.001  0.     0.005
3  5  1  9  4  6  0  8  2, 0.     0.005  0.    -0.001
3  5  1  9  4  6  8  0  2, 0.    -0.001  0.005  0.   
3  5  1  9  0  6  8  4  2, 0.005  0.     0.    -0.001
3  5  1  9  6  0  8  4  2, 0.009995 -0.001     0.005     0.      
3  5  0  9  6  1  8  4  2, 0.005  0.    -0.001  0.   
3  0  5  9  6  1  8  4  2,0.    0.    0.    0.005
3  5  1  9  6  2  8  4  0, 0.         -0.00198416 -0.00199405  0.        
3  5  1  9  6  2  8  0  4,0.       0.       0.       0.009995
0  5  1  3  4  6  9  8  2,0.005 0.    0.    0.   
3  5  1  4  6  0  9  8  2,0.009995 0.       0.       0.      
3  5  1  4  6  2  9  8  0, 0.         -0.00099505 -0.0019743   0.        
3  5  1  4  6  2  9  0  8, 0.         -0.001       0.03986028  0.005     
3  5  1  4  0  2  9  6  8,0.005 0.    0.    0.   
3  5  1  4  6  2  0  9  8, 0.         -0.00591097  0.         -0.00684099
3  5  1  0  6  2  4  9  8, 0.02495005  0.          0.         -0.001     
3  5  1  6  0  2  4  9  8,0.       0.009995 0.       0.      
3  0  1  6  5  2  4  9  8,-0.00099505  0.          0.01997002  0.        
0  3  1  6  5  2  4  9  8,-0.00396434  0.          0.         -0.0039446 
6  3  1  0  5  2  4  9  8, 0.          0.01997002  0.         -0.001     
6  3  1  5  0  2  4  9  8,0.    0.    0.005 0.   
7  8  9  2  1  6  3  5  0, 0.    -0.001 -0.001  0.   
7  8  9  2  1  0  3  5  6,0.005 0.    0.    0.   
7  8  9  2  1  6  3  0  5, 0.    -0.001  0.     0.   
7  8  9  2  0  6  3  1  5,0.    0.    0.005 0.   
7  8  9  0  2  6  3  1  5,0.         0.16722469 0.         0.        
0  8  9  7  2  6  3  1  5,-0.02975902  0.          0.         -0.03153027
8  0  9  7  2  6  3  1  5,0.005      0.         0.16722469 0.        
8  2  9  7  0  6  3  1  5, 0.         -0.00090193  0.         -0.001     
8  2  9  7  6  0  3  1  5,0.0596711 0.        0.005     0.       
8  2  9  7  6  5  3  1  0, 0.         -0.01155094 -0.01438019  0.        
8  2  9  7  6  5  3  0  1, 0.         -0.001       0.          0.07447727
8  2  9  7  0  5  3  6  1,0.005 0.    0.    0.   
3  8  7  1  6  4  5  9  0, 0.    -0.001  0.005  0.   
3  8  7  1  6  0  5  9  4,0.005     0.0497756 0.        0.       
3  8  0  1  6  7  5  9  4,-0.0096845  0.        -0.0170985  0.       
3  0  8  1  6  7  5  9  4,0.         0.         0.         0.08923906
3  8  7  1  6  4  5  0  9, 0.    -0.001  0.     0.   
3  8  7  1  0  4  5  6  9,0.       0.       0.       0.009995
3  8  7  1  4  0  5  6  9,-0.001       0.13812628 -0.00099505  0.        
3  8  7  1  4  9  5  6  0,0.    0.005 0.    0.   
3  8  0  1  4  7  5  6  9,-0.02481294  0.         -0.01529208  0.        
3  0  8  1  4  7  5  6  9,0.         0.         0.009995   0.07447727
0  3  8  1  4  7  5  6  9, 0.005       0.          0.         -0.00092627
1  3  8  0  4  7  5  6  9,0.0497756 0.        0.        0.       
1  3  8  5  4  7  0  6  9, 0.         -0.00874252  0.         -0.0134625 
1  3  8  5  4  7  6  0  9,0.         0.         0.06461143 0.        
5  4  8  9  6  2  3  1  0, 0.     0.    -0.001  0.   
5  4  8  9  6  2  3  0  1, 0.    -0.001  0.     0.   
5  4  8  9  0  2  3  6  1,0.    0.005 0.    0.   
5  0  8  9  4  2  3  6  1,0.       0.       0.       0.009995
5  8  0  9  4  2  3  6  1, 0.009995    0.         -0.00099505  0.        
5  8  2  9  4  0  3  6  1, 0.005      -0.00099505  0.          0.        
5  8  2  9  4  1  3  6  0,0.    0.    0.005 0.   
5  8  2  9  4  1  3  0  6, 0.         -0.00199405  0.          0.        
5  8  2  9  0  1  3  4  6,0.005      0.         0.         0.01520037
5  8  2  9  1  0  3  4  6, 0.15754462  0.         -0.00198407  0.        
5  8  2  9  1  6  3  4  0, 0.         -0.02813284 -0.02745557  0.        
5  8  2  9  1  6  3  0  4,0.         0.         0.005      0.14298815
5  8  2  9  1  6  0  3  4,0.    0.005 0.    0.   
5  8  2  0  1  6  9  3  4,0.       0.       0.       0.009995
5  8  2  1  0  6  9  3  4, 0.          0.005      -0.00099505  0.        
5  0  2  1  8  6  9  3  4,0.       0.       0.       0.009995
5  2  0  1  8  6  9  3  4,-0.001       0.         -0.00099505  0.        
5  2  6  1  8  0  9  3  4, 0.     0.    -0.001  0.   
5  2  6  1  0  8  9  3  4,0.005 0.    0.    0.   
5  2  6  1  3  8  9  0  4,0.       0.       0.       0.009995
5  2  6  1  3  8  9  4  0, 0.          0.005      -0.00099505  0.        
5  2  6  1  3  0  9  4  8,0.        0.0596711 0.        0.       
5  2  0  1  3  6  9  4  8,-0.01155094  0.         -0.00783401  0.        
5  0  2  1  3  6  9  4  8,0.005      0.         0.005      0.03986028
5  3  2  1  0  6  9  4  8, 0.         -0.00097037  0.          0.        
0  5  2  1  3  6  9  4  8, 0.          0.          0.         -0.00096545
4  2  7  6  9  3  8  1  0, 0.    -0.001 -0.001  0.   
4  2  7  6  9  0  8  1  3,0.005 0.005 0.    0.   
4  2  0  6  9  7  8  1  3,-0.00099505  0.         -0.001       0.        
4  0  2  6  9  7  8  1  3, 0.     0.    -0.001  0.005
0  4  2  6  9  7  8  1  3,-0.001  0.     0.     0.005
6  4  2  0  9  7  8  1  3,0.    0.005 0.    0.   
4  2  7  6  9  3  8  0  1,0.    0.    0.005 0.   
4  2  7  6  9  3  0  8  1, 0.    -0.001  0.     0.   
4  2  7  0  9  3  6  8  1,0.       0.009995 0.       0.      
0  2  7  4  9  3  6  8  1,-0.00099505  0.          0.         -0.001     
2  0  7  4  9  3  6  8  1,0.       0.       0.       0.009995
2  7  0  4  9  3  6  8  1, 0.005       0.         -0.00099505  0.        
2  7  3  4  9  0  6  8  1,0.    0.    0.005 0.   
2  7  3  4  0  9  6  8  1, 0.     0.    -0.001  0.   
2  7  3  0  4  9  6  8  1, 0.    -0.001  0.     0.   
0  7  3  2  4  9  6  8  1,0.         0.         0.         0.01997002
7  0  3  2  4  9  6  8  1,-0.00494061  0.         -0.00296734 -0.00199405
7  4  3  2  0  9  6  8  1,0.         0.02495005 0.         0.        
7  3  0  2  4  9  6  8  1,-0.001  0.     0.005  0.   
7  3  9  2  4  0  6  8  1,0.009995 0.       0.       0.      
7  3  9  2  4  1  6  8  0, 0.         -0.00099505 -0.001       0.        
7  3  9  2  4  1  6  0  8, 0.    -0.001  0.     0.   
7  3  9  2  0  1  6  4  8,0.       0.       0.       0.009995
7  3  9  2  1  0  6  4  8,-0.001       0.005      -0.00099505  0.        
7  3  9  2  1  8  6  4  0,0.    0.005 0.    0.   
7  3  0  2  1  9  6  4  8,0.    0.    0.005 0.   
7  0  3  2  1  9  6  4  8,0.005 0.    0.    0.   
7  1  3  2  0  9  6  4  8,0.009995 0.       0.       0.      
7  1  3  2  4  9  6  0  8, 0.         -0.00099505  0.          0.009995  
7  1  3  2  4  9  6  8  0, 0.          0.005      -0.00099505  0.        
7  1  3  2  4  0  6  8  9, 0.    -0.001 -0.001  0.   
7  1  0  2  4  3  6  8  9,0.005 0.    0.    0.   
7  1  3  2  0  4  6  8  9,-0.001      -0.00199405  0.01498501  0.        
7  1  3  2  8  4  6  0  9,0.    0.005 0.    0.   
7  0  3  2  1  4  6  8  9,0.00999995 0.         0.         0.        
7  1  3  0  2  4  6  8  9, 0.01997002  0.          0.         -0.00198416
7  1  3  6  2  4  0  8  9, 0.         -0.00296734  0.         -0.00878671
7  1  3  6  2  4  8  0  9, 0.         -0.001       0.03986028  0.        
7  1  3  6  0  4  8  2  9, 0.    -0.001  0.     0.   
7  0  3  6  1  4  8  2  9, 0.     0.    -0.001  0.   
0  7  3  6  1  4  8  2  9,-0.001  0.     0.     0.   
6  7  3  0  1  4  8  2  9,-0.001  0.     0.     0.   
6  7  3  8  1  4  0  2  9, 0.     0.     0.    -0.001
6  7  3  8  1  4  2  0  9, 0.    -0.001  0.     0.   
6  7  3  8  0  4  2  1  9,0.       0.       0.009995 0.      
6  7  3  0  8  4  2  1  9, 0.          0.009995    0.         -0.00099505
0  7  3  6  8  4  2  1  9,-0.00099505  0.          0.          0.005     
7  0  3  6  8  4  2  1  9,-0.001  0.     0.     0.   
7  8  3  6  0  4  2  1  9,0.    0.    0.005 0.   
7  8  3  0  6  4  2  1  9,0.005 0.    0.    0.   
7  8  3  2  6  4  0  1  9,0.       0.       0.       0.009995
7  8  3  2  6  4  1  0  9, 0.         -0.001      -0.00099505 -0.001     
7  8  3  2  6  4  1  9  0, 0.    -0.001  0.005  0.   
7  8  3  2  6  0  1  9  4,0.005 0.    0.    0.   
7  8  3  2  0  4  1  6  9,0.       0.009995 0.       0.      
7  0  3  2  8  4  1  6  9,-0.00099505  0.         -0.001      -0.001     
7  3  0  2  8  4  1  6  9,0.    0.    0.005 0.   
0  7  3  2  8  4  1  6  9,0.005 0.    0.    0.   
2  7  3  0  8  4  1  6  9, 0.     0.     0.    -0.001
2  7  3  8  0  4  1  6  9,0.005 0.005 0.    0.   
2  7  3  8  6  4  1  0  9, 0.         -0.00099505  0.          0.        
2  0  3  8  7  4  1  6  9, 0.     0.     0.005 -0.001
2  3  0  8  7  4  1  6  9,0.    0.    0.005 0.   
0  2  3  8  7  4  1  6  9,-0.001  0.     0.     0.   
8  2  3  0  7  4  1  6  9,0.       0.       0.       0.009995
8  2  3  7  0  4  1  6  9, 0.         -0.001      -0.00099505  0.05472582
8  0  3  7  2  4  1  6  9,0.005 0.    0.    0.   
8  2  3  7  4  0  1  6  9,-0.00396434 -0.01160969 -0.0096845   0.        
8  2  3  7  4  9  1  6  0,0.         0.01997002 0.         0.        
8  2  0  7  4  3  1  6  9,0.0596711 0.        0.        0.       
3  9  1  5  8  4  2  7  0, 0.         -0.00591097 -0.00783401  0.        
3  9  1  5  8  4  2  0  7,0.         0.         0.         0.03986028
3  9  1  5  8  0  2  7  4, 0.02495005  0.         -0.001       0.        
3  9  1  5  0  8  2  7  4,-0.001  0.     0.     0.   
3  9  1  5  7  8  2  0  4,0.       0.       0.       0.009995
3  9  1  5  7  8  2  4  0, 0.          0.009995   -0.00099505  0.        
3  9  1  5  7  0  2  4  8,-0.00099505  0.         -0.001       0.        
3  9  1  5  0  7  2  4  8,0.005 0.    0.    0.   
3  9  1  5  4  7  2  0  8,0.    0.    0.    0.005
3  9  1  5  4  7  2  8  0,0.    0.005 0.    0.   
3  9  1  5  4  0  2  8  7, 0.     0.    -0.001  0.   
3  9  1  5  0  4  2  8  7,0.    0.    0.005 0.   
3  9  1  0  5  4  2  8  7,0.005 0.    0.    0.   
3  9  1  2  5  4  0  8  7, 0.     0.     0.    -0.001
3  9  1  2  5  4  8  0  7, 0.    -0.001  0.     0.   
3  9  1  2  0  4  8  5  7,0.        0.        0.005     0.0299251
3  9  1  2  4  0  8  5  7,-0.00973355 -0.00878671 -0.00588142  0.        
3  9  1  2  4  7  8  5  0,0.        0.0497756 0.        0.       
3  9  0  2  4  1  8  5  7,0.04482042 0.         0.         0.        
3  9  1  0  2  4  8  5  7, 0.    -0.001  0.     0.   
0  9  1  3  2  4  8  5  7, 0.     0.     0.    -0.001
9  0  1  3  2  4  8  5  7,0.005 0.    0.    0.   
9  2  1  3  0  4  8  5  7,0.005 0.    0.    0.   
9  2  1  3  5  4  8  0  7,0.    0.    0.    0.005
9  2  1  3  5  4  8  7  0, 0.    -0.001  0.     0.   
9  2  1  3  5  0  8  7  4, 0.     0.    -0.001  0.   
9  2  1  3  0  5  8  7  4,-0.001     0.        0.009995  0.      
9  2  1  3  7  5  8  0  4,0.    0.005 0.    0.   
9  2  1  0  3  5  8  7  4, 0.          0.0299251   0.         -0.00099505
0  2  1  9  3  5  8  7  4,-0.00491596  0.          0.         -0.00199405
2  0  1  9  3  5  8  7  4,0.005      0.         0.005      0.04482042
2  1  0  9  3  5  8  7  4,-0.00687543  0.         -0.00874252  0.        
2  1  5  9  3  0  8  7  4,0.         0.03489517 0.         0.        
2  3  1  9  0  5  8  7  4,-0.001  0.     0.     0.   
2  3  1  9  7  5  8  0  4,0.        0.        0.        0.0299251
2  3  1  9  7  5  8  4  0, 0.         -0.00591097 -0.00491596  0.        
2  3  1  9  7  0  8  4  5, 0.02495005 -0.001       0.          0.        
2  3  0  9  7  1  8  4  5,0.    0.    0.005 0.   
2  0  3  9  7  1  8  4  5,-0.001  0.     0.     0.   
2  7  3  9  0  1  8  4  5,0.005 0.    0.    0.   
2  7  3  9  4  1  8  0  5,0.       0.       0.009995 0.      
2  7  3  9  4  1  0  8  5, 0.          0.005       0.         -0.00099505
2  7  3  0  4  1  9  8  5, 0.    -0.001  0.     0.005
0  7  3  2  4  1  9  8  5,0.005 0.    0.    0.   
2  7  3  4  0  1  9  8  5,0.    0.005 0.    0.   
2  0  3  4  7  1  9  8  5, 0.     0.     0.    -0.001
2  3  0  4  7  1  9  8  5,0.009995 0.       0.       0.      
2  3  1  4  7  0  9  8  5, 0.         -0.00099505 -0.001       0.        
2  3  1  4  0  7  9  8  5,-0.001  0.    -0.001  0.   
2  3  1  4  8  7  9  0  5,0.    0.005 0.    0.   
2  3  1  0  4  7  9  8  5,-0.001  0.     0.     0.   
2  3  1  9  4  7  0  8  5, 0.     0.     0.    -0.001
2  3  1  9  4  7  8  0  5, 0.    -0.001  0.     0.   
2  3  1  9  0  7  8  4  5,0.    0.    0.    0.005
3  7  5  9  4  2  6  1  0, 0.    -0.001  0.     0.   
3  7  5  9  4  0  6  1  2,0.    0.005 0.    0.   
3  7  0  9  4  5  6  1  2, 0.     0.    -0.001  0.   
3  0  7  9  4  5  6  1  2,0.    0.    0.005 0.   
0  3  7  9  4  5  6  1  2,-0.001  0.     0.     0.   
9  3  7  0  4  5  6  1  2,0.    0.    0.    0.005
9  3  7  4  0  5  6  1  2, 0.    -0.001  0.     0.   
9  0  7  4  3  5  6  1  2,0.       0.       0.009995 0.      
0  9  7  4  3  5  6  1  2,-0.001       0.          0.         -0.00099505
4  9  7  0  3  5  6  1  2,0.005 0.    0.    0.   
4  9  7  6  3  5  0  1  2,0.       0.       0.       0.009995
4  9  7  6  3  5  1  0  2, 0.          0.         -0.00099505  0.009995  
4  9  7  6  3  5  1  2  0, 0.         -0.001      -0.00099505  0.        
4  9  7  6  3  0  1  2  5,0.       0.009995 0.       0.      
4  9  0  6  3  7  1  2  5,-0.00099505  0.          0.009995    0.        
4  0  9  6  3  7  1  2  5, 0.005       0.         -0.001      -0.00099505
0  4  9  6  3  7  1  2  5,0.    0.    0.    0.005
4  3  9  6  0  7  1  2  5,0.005 0.    0.    0.   
4  3  9  6  2  7  1  0  5, 0.     0.    -0.001  0.   
4  3  9  6  2  7  0  1  5, 0.    -0.001  0.     0.   
4  3  9  0  2  7  6  1  5,0.    0.005 0.    0.   
0  3  9  4  2  7  6  1  5, 0.     0.     0.    -0.001
3  0  9  4  2  7  6  1  5,0.005 0.    0.    0.   
3  2  9  4  0  7  6  1  5, 0.     0.    -0.001  0.   
3  2  9  0  4  7  6  1  5,0.005 0.    0.    0.   
3  2  9  6  4  7  0  1  5,0.    0.    0.    0.005
3  2  9  6  4  7  1  0  5,0.       0.       0.       0.009995
3  2  9  6  4  7  1  5  0, 0.          0.005      -0.00099505  0.        
3  2  9  6  4  0  1  5  7, 0.     0.    -0.001  0.   
3  2  9  6  0  4  1  5  7,0.       0.       0.009995 0.      
3  2  9  0  6  4  1  5  7, 0.01498501  0.          0.         -0.00099505
3  2  9  1  6  4  0  5  7, 0.         -0.00198416  0.         -0.001     
3  2  9  1  6  4  5  0  7, 0.       -0.001     0.        0.009995
3  2  9  1  0  4  5  6  7,0.005 0.    0.    0.   
